step,timestamp,simulation_id,cars_quit_waiting,cars_zero_battery,vehicles_on_road,vehicles_entered,vehicles_exited,vehicles_stranded,completion_rate,total_charging,total_queued,total_waiting_spots,queue_occupancy_rate,avg_wait_time_minutes,max_wait_time_minutes,charging_utilization,num_stations,stations_over_capacity,stations_with_abandonments,avg_soc_percent,critical_battery_count,low_battery_count,throughput_vehicles_per_hour,avg_trip_duration_minutes,energy_consumption_total_kwh,charging_efficiency,station_turnaround_time,abandonment_rate,estimated_revenue,service_level,customer_satisfaction_score
128,2024-01-15 08:09:00,9f8d9dc0,6,0,9846,17201,0,0,0.0,12,12,18,0.6666666666666666,1.4166666666666667,2.0,1.0,3,3,0,38.215715564396966,687,2188,0.0,0.0,0,0.9,31.416666666666668,0.0003488169292482995,1.2000000000000002,0.9996511830707517,0.762125237690428
129,2024-01-15 08:10:00,9f8d9dc0,5,0,9862,17334,0,0,0.0,12,13,18,0.7222222222222222,1.6923076923076923,3.0,1.0,3,3,0,38.218982642891305,700,2204,0.0,0.0,0,0.9,31.692307692307693,0.0002884504442136841,1.2000000000000002,0.9997115495557863,0.7593995081850202
130,2024-01-15 08:11:00,9f8d9dc0,9,0,9879,17467,0,0,0.0,12,9,18,0.5,1.4444444444444444,2.0,1.0,3,3,0,38.18319071325619,714,2227,0.0,0.0,0,0.9,31.444444444444443,0.0005152573424171295,1.2000000000000002,0.9994847426575829,0.7617158340451012
131,2024-01-15 08:12:00,9f8d9dc0,4,0,9907,17601,0,0,0.0,12,14,18,0.7777777777777778,1.5714285714285714,3.0,1.0,3,3,0,38.103262466162974,738,2247,0.0,0.0,0,0.9,31.571428571428573,0.00022725981478325096,1.2000000000000002,0.9997727401852168,0.760401335292127
132,2024-01-15 08:13:00,9f8d9dc0,9,0,9923,17734,0,0,0.0,12,9,18,0.5,1.7777777777777777,4.0,1.0,3,3,0,38.086950908383116,730,2251,0.0,0.0,0,0.9,31.77777777777778,0.0005074997180557122,1.2000000000000002,0.9994925002819443,0.7581931241517661
133,2024-01-15 08:14:00,9f8d9dc0,5,0,9931,17867,0,0,0.0,12,13,18,0.7222222222222222,1.3846153846153846,3.0,1.0,3,3,0,38.10474025132777,742,2257,0.0,0.0,0,0.9,31.384615384615383,0.00027984552527005095,1.2000000000000002,0.99972015447473,0.7622513884463936
134,2024-01-15 08:15:00,9f8d9dc0,10,0,9940,18000,0,0,0.0,12,8,18,0.4444444444444444,1.625,3.0,1.0,3,3,0,38.09027128416979,732,2271,0.0,0.0,0,0.9,31.625,0.0005555555555555556,1.2000000000000002,0.9994444444444445,0.7597083203461173
135,2024-01-15 08:16:00,9f8d9dc0,5,0,9945,18134,0,0,0.0,12,13,18,0.7222222222222222,1.3076923076923077,3.0,1.0,3,3,0,38.0659873123509,727,2271,0.0,0.0,0,0.9,31.307692307692307,0.0002757251571633396,1.2000000000000002,0.9997242748428367,0.7629447614849134
136,2024-01-15 08:17:00,9f8d9dc0,8,0,9936,18267,0,0,0.0,12,10,18,0.5555555555555556,1.7,4.0,1.0,3,3,0,38.131138657422746,723,2242,0.0,0.0,0,0.9,31.7,0.00043794821262385723,1.2000000000000002,0.9995620517873761,0.7590870980297959
137,2024-01-15 08:18:00,9f8d9dc0,8,0,9958,18400,0,0,0.0,12,11,18,0.6111111111111112,1.1,2.0,1.0,3,3,0,38.08426086874925,719,2254,0.0,0.0,0,0.9,31.1,0.0004347826086956522,1.2000000000000002,0.9995652173913043,0.7649946086940203
138,2024-01-15 08:19:00,9f8d9dc0,6,0,9986,18534,0,0,0.0,12,12,18,0.6666666666666666,1.3333333333333333,2.0,1.0,3,3,0,38.017461061594084,715,2266,0.0,0.0,0,0.9,31.333333333333332,0.0003237293622531564,1.2000000000000002,0.9996762706377469,0.7625720970449537
139,2024-01-15 08:20:00,9f8d9dc0,10,0,9992,18667,0,0,0.0,12,8,18,0.4444444444444444,1.25,2.0,1.0,3,3,0,38.00823924694661,703,2253,0.0,0.0,0,0.9,31.25,0.0005357047195585793,1.2000000000000002,0.9994642952804415,0.7633021966060698
140,2024-01-15 08:21:00,9f8d9dc0,3,0,10026,18800,0,0,0.0,12,15,18,0.8333333333333334,1.4666666666666666,3.0,1.0,3,3,0,37.89748242698937,730,2266,0.0,0.0,0,0.9,31.466666666666665,0.00015957446808510637,1.2000000000000002,0.9998404255319149,0.761064468400078
141,2024-01-15 08:22:00,9f8d9dc0,7,0,10041,18934,0,0,0.0,12,11,18,0.6111111111111112,2.0,4.0,1.0,3,3,0,37.90900729401472,747,2275,0.0,0.0,0,0.9,32.0,0.00036970529206718073,1.2000000000000002,0.9996302947079329,0.7556701324712025
142,2024-01-15 08:23:00,9f8d9dc0,4,0,10037,19067,0,0,0.0,12,14,18,0.7777777777777778,1.7857142857142858,4.0,1.0,3,3,0,37.94143234286365,731,2275,0.0,0.0,0,0.9,31.785714285714285,0.0002097865421933183,1.2000000000000002,0.9997902134578067,0.7579418072117072
143,2024-01-15 08:24:00,9f8d9dc0,8,0,10050,19200,0,0,0.0,12,10,18,0.5555555555555556,1.9,4.0,1.0,3,3,0,37.92892852706901,740,2291,0.0,0.0,0,0.9,31.9,0.0004166666666666667,1.2000000000000002,0.9995833333333334,0.7566911903874715
144,2024-01-15 08:25:00,9f8d9dc0,9,0,10037,19334,0,0,0.0,12,9,18,0.5,1.1111111111111112,2.0,1.0,3,3,0,37.999696734170676,694,2282,0.0,0.0,0,0.9,31.11111111111111,0.00046550118961415126,1.2000000000000002,0.9995344988103858,0.7647020818813846
145,2024-01-15 08:26:00,9f8d9dc0,2,0,10051,19467,0,0,0.0,12,16,18,0.8888888888888888,1.5,3.0,1.0,3,3,0,37.95054978171064,681,2307,0.0,0.0,0,0.9,31.5,0.00010273796681563672,1.2000000000000002,0.9998972620331844,0.7608600043766951
146,2024-01-15 08:27:00,9f8d9dc0,10,0,10062,19600,0,0,0.0,12,8,18,0.4444444444444444,1.875,3.0,1.0,3,3,0,37.90544754003427,660,2305,0.0,0.0,0,0.9,31.875,0.0005102040816326531,1.2000000000000002,0.9994897959183674,0.7568568134474155
147,2024-01-15 08:28:00,9f8d9dc0,5,0,10081,19733,0,0,0.0,12,13,18,0.7222222222222222,1.2307692307692308,2.0,1.0,3,3,0,37.85676399198643,685,2329,0.0,0.0,0,0.9,31.23076923076923,0.0002533826584908529,1.2000000000000002,0.9997466173415092,0.7633044826128843
148,2024-01-15 08:29:00,9f8d9dc0,6,0,10105,19866,0,0,0.0,12,12,18,0.6666666666666666,1.6666666666666667,3.0,1.0,3,3,0,37.78323565362411,706,2340,0.0,0.0,0,0.9,31.666666666666668,0.0003020235578375113,1.2000000000000002,0.9996979764421625,0.7587789952174466
149,2024-01-15 08:30:00,9f8d9dc0,6,0,10133,20000,0,0,0.0,12,12,18,0.6666666666666666,1.6666666666666667,3.0,1.0,3,3,0,37.68625384289386,724,2366,0.0,0.0,0,0.9,31.666666666666668,0.0003,1.2000000000000002,0.9997,0.7585858410191211
150,2024-01-15 08:31:00,9f8d9dc0,5,0,10150,20133,0,0,0.0,12,13,18,0.7222222222222222,1.8461538461538463,4.0,1.0,3,3,0,37.65412866255051,752,2384,0.0,0.0,0,0.9,31.846153846153847,0.0002483484825907714,1.2000000000000002,0.9997516515174092,0.7567473794705263
151,2024-01-15 08:32:00,9f8d9dc0,9,0,10168,20266,0,0,0.0,12,9,18,0.5,1.4444444444444444,2.0,1.0,3,3,0,37.61599622919525,771,2415,0.0,0.0,0,0.9,31.444444444444443,0.00044409355570906937,1.2000000000000002,0.9995559064442909,0.7606099105916625
