step,timestamp,simulation_id,cars_quit_waiting,cars_zero_battery,vehicles_on_road,vehicles_entered,vehicles_exited,vehicles_stranded,completion_rate,total_charging,total_queued,total_waiting_spots,queue_occupancy_rate,avg_wait_time_minutes,max_wait_time_minutes,charging_utilization,num_stations,stations_over_capacity,stations_with_abandonments,avg_soc_percent,critical_battery_count,low_battery_count,throughput_vehicles_per_hour,avg_trip_duration_minutes,energy_consumption_total_kwh,charging_efficiency,station_turnaround_time,abandonment_rate,estimated_revenue,service_level,customer_satisfaction_score
21,2024-01-15 06:22:00,fd0a166c,0,0,1054,1054,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,54.985360725364444,2,9,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8699707214507288
22,2024-01-15 06:23:00,fd0a166c,0,0,1105,1106,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,54.64761387052582,1,14,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8892952277410515
23,2024-01-15 06:24:00,fd0a166c,0,0,1153,1154,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,54.21271863501293,2,17,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8684254372700257
24,2024-01-15 06:25:00,fd0a166c,0,0,1205,1206,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,53.77454080206273,4,18,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8275490816041254
25,2024-01-15 06:26:00,fd0a166c,0,0,1260,1262,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,53.333353825722305,4,23,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8266667076514446
26,2024-01-15 06:27:00,fd0a166c,0,0,1314,1318,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,53.05350088049187,3,32,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8461070017609837
27,2024-01-15 06:28:00,fd0a166c,0,0,1362,1367,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,52.45933391909223,2,36,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8649186678381844
28,2024-01-15 06:29:00,fd0a166c,0,0,1418,1424,0,0,0.0,0,0,18,0.0,0.0,0.0,0.0,3,0,0,52.03694698775938,2,47,0.0,0.0,0,0.9,30.0,0.0,0.0,1.0,0.8640738939755188
29,2024-01-15 06:30:00,fd0a166c,0,0,1474,1480,0,0,0.0,1,0,18,0.0,0.0,0.0,0.08333333333333333,3,0,0,51.60231775437413,5,57,0.0,0.0,0,0.9,30.0,0.0,0.1,1.0,0.8032046355087482
30,2024-01-15 06:31:00,fd0a166c,0,0,1539,1546,0,0,0.0,1,0,18,0.0,0.0,0.0,0.08333333333333333,3,0,0,51.212058018287046,7,67,0.0,0.0,0,0.9,30.0,0.0,0.1,1.0,0.802424116036574
31,2024-01-15 06:32:00,fd0a166c,0,0,1595,1604,0,0,0.0,3,0,18,0.0,0.0,0.0,0.25,3,0,0,50.82084150062263,11,80,0.0,0.0,0,0.9,30.0,0.0,0.30000000000000004,1.0,0.8016416830012452
32,2024-01-15 06:33:00,fd0a166c,0,0,1645,1654,0,0,0.0,3,0,18,0.0,0.0,0.0,0.25,3,0,0,50.322902928573434,17,97,0.0,0.0,0,0.9,30.0,0.0,0.30000000000000004,1.0,0.8006458058571468
33,2024-01-15 06:34:00,fd0a166c,0,0,1697,1711,0,0,0.0,4,0,18,0.0,0.0,0.0,0.3333333333333333,3,0,0,49.9516754581525,19,103,0.0,0.0,0,0.9,30.0,0.0,0.4,1.0,0.7999033509163049
34,2024-01-15 06:35:00,fd0a166c,0,0,1745,1761,0,0,0.0,4,2,18,0.1111111111111111,1.0,1.0,0.3333333333333333,3,0,0,49.52090436530725,20,113,0.0,0.0,0,0.9,31.0,0.0,0.4,1.0,0.7890418087306145
35,2024-01-15 06:36:00,fd0a166c,1,0,1779,1802,0,0,0.0,4,3,18,0.16666666666666666,1.3333333333333333,2.0,0.3333333333333333,3,0,0,49.1230656690853,19,119,0.0,0.0,0,0.9,31.333333333333332,0.0005549389567147614,0.4,0.9994450610432852,0.7846908224221514
36,2024-01-15 06:37:00,fd0a166c,1,0,1816,1843,0,0,0.0,4,5,18,0.2777777777777778,1.4,2.0,0.3333333333333333,3,1,0,48.69436507106316,24,126,0.0,0.0,0,0.9,31.4,0.0005425935973955507,0.4,0.9994574064026045,0.7831716927031682
37,2024-01-15 06:38:00,fd0a166c,1,0,1858,1893,0,0,0.0,4,5,18,0.2777777777777778,2.2,3.0,0.3333333333333333,3,1,0,48.37960965858352,25,138,0.0,0.0,0,0.9,32.2,0.0005282620179609086,0.4,0.9994717379820391,0.7745479145099826
38,2024-01-15 06:39:00,fd0a166c,4,0,1918,1956,0,0,0.0,4,2,18,0.1111111111111111,2.0,3.0,0.3333333333333333,3,1,0,48.03034317107377,28,158,0.0,0.0,0,0.9,32.0,0.002044989775051125,0.4,0.9979550102249489,0.7752426904321272
39,2024-01-15 06:40:00,fd0a166c,1,0,1968,2014,0,0,0.0,4,3,18,0.16666666666666666,1.3333333333333333,2.0,0.3333333333333333,3,0,0,47.797817409728204,34,171,0.0,0.0,0,0.9,31.333333333333332,0.0004965243296921549,0.4,0.9995034756703078,0.7820636917542463
40,2024-01-15 06:41:00,fd0a166c,2,0,2017,2072,0,0,0.0,4,4,18,0.2222222222222222,1.25,2.0,0.3333333333333333,3,1,0,47.62636663521167,43,178,0.0,0.0,0,0.9,31.25,0.0009652509652509653,0.4,0.999034749034749,0.782366632884323
41,2024-01-15 06:42:00,fd0a166c,2,0,2066,2125,0,0,0.0,4,4,18,0.2222222222222222,1.75,3.0,0.3333333333333333,3,1,0,47.24092717062576,48,189,0.0,0.0,0,0.9,31.75,0.0009411764705882353,0.4,0.9990588235294118,0.7766053837530162
42,2024-01-15 06:43:00,fd0a166c,2,0,2113,2181,0,0,0.0,4,4,18,0.2222222222222222,1.75,3.0,0.3333333333333333,3,1,0,47.01831702332553,52,199,0.0,0.0,0,0.9,31.75,0.0009170105456212746,0.4,0.9990829894543787,0.7761698298284025
43,2024-01-15 06:44:00,fd0a166c,2,0,2162,2240,0,0,0.0,4,4,18,0.2222222222222222,2.0,4.0,0.3333333333333333,3,1,0,46.81486763652005,58,209,0.0,0.0,0,0.9,32.0,0.0008928571428571428,0.4,0.9991071428571429,0.7732725924158973
44,2024-01-15 06:45:00,fd0a166c,2,0,2206,2293,0,0,0.0,4,4,18,0.2222222222222222,2.25,5.0,0.3333333333333333,3,1,0,46.44300320134839,60,214,0.0,0.0,0,0.9,32.25,0.0008722197993894462,0.4,0.9991277802006105,0.7700371184829411
45,2024-01-15 06:46:00,fd0a166c,2,0,2237,2344,0,0,0.0,4,4,18,0.2222222222222222,1.75,3.0,0.3333333333333333,3,1,0,46.35170487928139,54,212,0.0,0.0,0,0.9,31.75,0.0008532423208191126,0.4,0.9991467576791809,0.7748621128302351
46,2024-01-15 06:47:00,fd0a166c,3,0,2291,2408,0,0,0.0,4,3,18,0.16666666666666666,1.3333333333333333,2.0,0.3333333333333333,3,1,0,46.22368439456157,59,224,0.0,0.0,0,0.9,31.333333333333332,0.0012458471760797341,0.4,0.9987541528239202,0.7786156965853579
47,2024-01-15 06:48:00,fd0a166c,1,0,2333,2466,0,0,0.0,4,5,18,0.2777777777777778,1.4,2.0,0.3333333333333333,3,1,0,46.044326992319796,60,223,0.0,0.0,0,0.9,31.4,0.00040551500405515005,0.4,0.9995944849959448,0.7779264479830176
48,2024-01-15 06:49:00,fd0a166c,4,0,2376,2519,0,0,0.0,4,2,18,0.1111111111111111,2.0,3.0,0.3333333333333333,3,1,0,45.75229083475968,70,236,0.0,0.0,0,0.9,32.0,0.0015879317189360857,0.4,0.9984120682810639,0.7708694089819449
49,2024-01-15 06:50:00,fd0a166c,2,0,2420,2580,0,0,0.0,4,4,18,0.2222222222222222,1.0,1.0,0.3333333333333333,3,1,0,45.56954947715759,66,246,0.0,0.0,0,0.9,31.0,0.0007751937984496124,0.4,0.9992248062015504,0.7808290214349353
50,2024-01-15 06:51:00,fd0a166c,1,0,2466,2639,0,0,0.0,4,5,18,0.2777777777777778,1.6,2.0,0.3333333333333333,3,1,0,45.33604967062242,74,261,0.0,0.0,0,0.9,31.6,0.00037893141341417203,0.4,0.9996210685865858,0.7745205267758792
51,2024-01-15 06:52:00,fd0a166c,3,0,2516,2703,0,0,0.0,4,3,18,0.16666666666666666,2.3333333333333335,3.0,0.3333333333333333,3,1,0,45.27145461541366,77,273,0.0,0.0,0,0.9,32.333333333333336,0.0011098779134295228,0.4,0.9988901220865705,0.7667656247321222
52,2024-01-15 06:53:00,fd0a166c,1,0,2568,2767,0,0,0.0,4,5,18,0.2777777777777778,1.8,4.0,0.3333333333333333,3,1,0,45.05752052102493,81,286,0.0,0.0,0,0.9,31.8,0.0003614022406938923,0.4,0.9996385977593061,0.7719704801457722
53,2024-01-15 06:54:00,fd0a166c,4,0,2600,2812,0,0,0.0,4,1,18,0.05555555555555555,1.0,1.0,0.3333333333333333,3,1,0,44.747040475893385,82,308,0.0,0.0,0,0.9,31.0,0.001422475106685633,0.4,0.9985775248933144,0.7789250909091125
54,2024-01-15 06:55:00,fd0a166c,0,0,2625,2856,0,0,0.0,4,6,18,0.3333333333333333,1.1666666666666667,2.0,0.3333333333333333,3,1,0,44.50974516370843,79,313,0.0,0.0,0,0.9,31.166666666666668,0.0,0.4,1.0,0.7773528236607502
55,2024-01-15 06:56:00,fd0a166c,3,0,2659,2909,0,0,0.0,4,3,18,0.16666666666666666,2.3333333333333335,3.0,0.3333333333333333,3,1,0,44.3108429576565,77,329,0.0,0.0,0,0.9,32.333333333333336,0.0010312822275696115,0.4,0.9989687177724303,0.7648758396909519
56,2024-01-15 06:57:00,fd0a166c,2,0,2699,2971,0,0,0.0,4,4,18,0.2222222222222222,1.5,3.0,0.3333333333333333,3,1,0,44.2187975328045,86,339,0.0,0.0,0,0.9,31.5,0.0006731740154830024,0.4,0.9993268259845169,0.7731683254594158
57,2024-01-15 06:58:00,fd0a166c,3,0,2736,3022,0,0,0.0,4,3,18,0.16666666666666666,1.3333333333333333,2.0,0.3333333333333333,3,1,0,43.967137814549666,93,363,0.0,0.0,0,0.9,31.333333333333332,0.0009927200529450694,0.4,0.999007279947055,0.7742038542745879
58,2024-01-15 06:59:00,fd0a166c,2,0,2774,3076,0,0,0.0,4,4,18,0.2222222222222222,1.5,3.0,0.3333333333333333,3,1,0,43.729939087286766,104,368,0.0,0.0,0,0.9,31.5,0.0006501950585175553,0.4,0.9993498049414824,0.7721998001511665
59,2024-01-15 07:00:00,fd0a166c,2,0,2824,3143,0,0,0.0,4,4,18,0.2222222222222222,2.0,4.0,0.3333333333333333,3,1,0,43.573290338108045,109,383,0.0,0.0,0,0.9,32.0,0.0006363347120585428,0.4,0.9993636652879414,0.7668920467913926
60,2024-01-15 07:01:00,fd0a166c,3,0,2874,3216,0,0,0.0,4,3,18,0.16666666666666666,1.3333333333333333,2.0,0.3333333333333333,3,1,0,43.562171979099446,110,400,0.0,0.0,0,0.9,31.333333333333332,0.0009328358208955224,0.4,0.9990671641791045,0.7734178762965074
61,2024-01-15 07:02:00,fd0a166c,2,0,2909,3277,0,0,0.0,4,4,18,0.2222222222222222,1.25,2.0,0.3333333333333333,3,1,0,43.5272731175906,106,412,0.0,0.0,0,0.9,31.25,0.0006103143118706134,0.4,0.9993896856881294,0.774310420510433
